作者	Advice	Incomplete	Error	Crash	Doc	测试时间	分数	评测人
493	2	5	3	0	0	1462460850	-11.00000	590
572	1	3	14	1	0	1462460851	-35.00000	379
508	0	1	2	3	0	1462460850	-17.00000	387
443	0	0	0	0	0	1462460850	None	18
229	0	0	0	5	0	1462458989	-20.00000	420
535	1	0	0	0	0	1462460851	0.00000	545
592	1	0	0	0	0	1462460851	0.00000	459
397	0	0	0	0	0	1462460850	None	481
569	1	0	0	0	0	1462460850	0.00000	424
442	2	1	4	2	0	1462460850	-17.00000	593
494	3	2	0	1	0	1462460851	-6.00000	591
407	2	2	0	3	0	1462460850	-14.00000	448
546	0	0	0	0	0	1462460850	0.00000	469
384	3	5	6	0	0	1462458989	-17.00000	688
432	0	0	0	0	0	1462460850	None	592
67	0	10	4	0	0	1462460850	-18.00000	512
581	0	0	0	0	0	1462460851	None	557
476	0	1	3	1	0	1462460851	-11.00000	443
399	1	0	3	0	0	1462460850	-6.00000	566
425	1	5	2	2	0	1462460851	-17.00000	400
565	1	2	2	2	0	1462460851	-14.00000	402
556	2	0	3	3	0	1462460850	-18.00000	697
404	1	0	0	0	0	1462460850	0.00000	584
440	0	0	0	0	0	1462460850	None	470
484	1	0	0	0	0	1462460850	0.00000	452
579	1	0	0	0	0	1462460850	0.00000	383
591	0	0	1	0	0	1462460850	-2.00000	489
418	0	1	1	3	0	1462460851	-15.00000	378
409	0	0	1	0	0	1462460850	-2.00000	450
445	3	8	1	0	0	1462460850	-10.00000	500
541	0	5	0	0	0	1462460850	-5.00000	258
695	2	0	0	0	0	1462460850	0.00000	582
562	0	11	4	4	0	1462460851	-35.00000	514
258	1	1	3	1	0	1462460850	-11.00000	462
527	0	0	0	1	0	1462460850	-4.00000	571
708	0	0	0	0	0	1462458989	0.00000	578
448	0	0	1	0	0	1462460851	-2.00000	480
558	0	0	1	2	0	1462460851	-10.00000	508
472	0	0	0	0	0	1462460851	0.00000	433
383	2	3	0	0	0	1462460850	-3.00000	552
703	0	0	0	0	0	1462460850	None	417
548	0	1	2	0	0	1462460850	-5.00000	391
427	0	0	0	0	0	1462460851	None	394
469	1	1	1	1	0	1462460850	-7.00000	504
200	0	0	0	0	0	1462460851	None	449
554	0	0	1	0	0	1462460851	-2.00000	422
387	0	1	1	1	0	1462460851	-7.00000	430
385	1	0	0	2	0	1462460850	-8.00000	563
415	1	0	1	0	0	1462460851	-2.00000	541
557	0	1	5	0	0	1462460850	-11.00000	392
433	2	0	5	3	0	1462460850	-22.00000	606
463	1	0	0	0	0	1462460850	0.00000	604
426	1	0	0	2	0	1462460850	-8.00000	530
502	0	0	2	2	0	1462460850	-12.00000	555
408	1	1	10	0	0	1462460850	-21.00000	427
560	1	15	0	0	0	1462460851	-15.00000	386
464	0	7	0	0	0	1462460850	-7.00000	587
422	1	2	5	0	0	1462460850	-12.00000	506
388	3	1	5	4	0	1462460850	-27.00000	581
439	1	2	0	0	0	1462460850	-2.00000	474
470	0	1	3	0	0	1462460850	-7.00000	401
406	0	0	0	0	0	1462460851	None	413
487	1	0	2	1	0	1462460850	-8.00000	406
444	1	1	1	0	0	1462460850	-3.00000	561
419	1	0	0	0	0	1462460851	0.00000	573
503	1	0	0	0	0	1462460851	0.00000	388
486	2	0	1	0	0	1462460851	-2.00000	385
540	1	0	0	0	0	1462460851	0.00000	436
473	1	1	0	0	0	1462460850	-1.00000	575
