作者	Advice	Incomplete	Error	Crash	Doc	测试时间	分数	评测人
459	1	0	0	0	0	1463209725	0.00000	480
496	1	0	0	0	0	1463209725	0.00000	379
491	0	1	0	0	0	1463209725	-1.00000	582
607	1	0	0	0	0	1463209725	0.00000	22
586	0	1	0	0	0	1463209725	-1.00000	553
258	0	0	0	6	0	1463209725	-24.00000	519
22	0	0	0	0	0	1463209725	None	449
501	0	6	4	0	0	1463209725	-14.00000	606
520	1	1	4	0	0	1463209725	-9.00000	504
551	2	2	1	1	0	1463209725	-8.00000	501
447	0	0	2	0	0	1463209725	-4.00000	418
488	0	0	0	0	0	1463209725	None	417
67	1	0	0	0	0	1463209725	0.00000	467
588	0	0	0	0	0	1463209725	None	394
391	0	0	0	0	0	1463209725	None	518
506	1	0	0	0	0	1463209725	0.00000	397
517	0	0	10	0	0	1463209725	-20.00000	431
18	0	0	11	12	0	1463209725	-70.00000	428
432	2	1	0	1	0	1463209725	-5.00000	557
414	0	0	2	3	0	1463209725	-16.00000	661
575	1	0	0	0	0	1463209725	0.00000	479
456	1	0	0	0	0	1463209725	0.00000	389
532	1	1	6	1	0	1463209725	-17.00000	399
483	1	0	0	0	0	1463209725	0.00000	539
424	1	1	10	0	0	1463209725	-21.00000	445
401	0	0	0	0	0	1463209725	0.00000	464
584	1	0	0	0	0	1463209725	0.00000	426
567	2	5	0	0	0	1463209725	-5.00000	577
661	0	2	5	1	0	1463209725	-16.00000	580
421	0	0	2	0	0	1463209725	-4.00000	570
497	0	1	5	0	0	1463209725	-11.00000	525
688	0	0	0	0	0	1463209725	None	469
518	1	24	1	0	0	1463209725	-26.00000	392
549	0	0	0	7	0	1463209725	-28.00000	531
489	0	0	2	1	0	1463209725	-8.00000	514
452	2	0	20	0	0	1463209725	-40.00000	427
583	0	1	0	0	0	1463209725	-1.00000	471
402	2	0	4	0	0	1463209725	-8.00000	548
498	0	0	0	0	0	1463209725	0.00000	576
526	0	0	0	0	0	1463209725	None	395
495	0	0	0	0	0	1463209725	None	530
450	1	0	0	0	0	1463209725	0.00000	555
200	0	0	1	10	0	1463209725	-42.00000	451
378	2	4	2	1	0	1463209725	-12.00000	583
529	1	0	3	1	0	1463209725	-10.00000	442
565	0	0	7	4	0	1463209725	-30.00000	434
474	0	0	0	0	0	1463209725	None	170
229	0	0	8	4	0	1463209725	-32.00000	484
464	3	1	7	0	0	1463209725	-15.00000	533
580	1	0	0	0	0	1463209725	0.00000	567
573	0	2	3	0	0	1463209725	-8.00000	444
390	2	0	1	0	0	1463209725	-2.00000	526
535	0	1	4	2	0	1463209725	-17.00000	441
602	0	0	0	0	0	1463209725	None	549
170	0	0	0	2	0	1463209725	-8.00000	496
656	0	1	0	0	0	1463209725	-1.00000	552
561	1	1	6	0	0	1463209725	-13.00000	538
523	0	0	0	0	0	1463209725	0.00000	67
519	2	2	4	0	0	1463209725	-10.00000	586
441	0	5	3	0	0	1463209725	-11.00000	500
568	1	0	5	0	0	1463209725	-10.00000	508
397	1	0	1	1	0	1463209725	-6.00000	466
582	3	5	2	0	0	1463209725	-9.00000	541
531	1	0	2	0	0	1463209725	-4.00000	566
460	0	0	0	0	0	1463209725	0.00000	414
380	1	1	0	0	0	1463209725	-1.00000	591
603	4	0	0	0	0	1463209725	0.00000	384
587	1	0	1	0	0	1463209725	-2.00000	433
569	3	0	0	1	0	1463209725	-4.00000	527
591	0	0	2	0	0	1463209725	-4.00000	422
566	0	0	3	0	0	1463209725	-6.00000	456
413	1	0	1	3	0	1463209725	-14.00000	492
458	0	0	4	3	0	1463209725	-20.00000	607
507	1	1	1	0	0	1463209725	-3.00000	521
442	1	0	1	1	0	1463209725	-6.00000	472
545	0	0	2	0	0	1463209725	-4.00000	386
479	1	0	0	0	0	1463209725	0.00000	419
579	0	0	0	0	0	1463209725	None	572
418	0	0	3	0	0	1463209725	-6.00000	568
553	0	0	3	0	0	1463209725	-6.00000	447
546	1	1	2	0	0	1463209725	-5.00000	401
528	1	0	1	13	0	1463209725	-54.00000	439
524	1	0	1	17	0	1463209725	-70.00000	412
525	1	0	3	0	0	1463209725	-6.00000	595
703	1	0	0	0	0	1463209725	0.00000	408
574	0	0	0	0	0	1463209725	None	387
475	1	2	7	3	0	1463209725	-28.00000	569
472	0	0	0	0	0	1463209725	None	407
512	1	0	0	0	0	1463209725	0.00000	413
482	0	0	0	0	0	1463209725	None	381
559	2	0	0	6	0	1463209725	-24.00000	593
510	0	0	0	0	0	1463209725	None	229
430	1	1	0	0	0	1463209725	-1.00000	556
563	0	0	3	6	0	1463209725	-30.00000	393
425	2	0	3	5	0	1463209725	-26.00000	378
404	1	0	0	0	0	1463209725	0.00000	452
599	2	0	0	0	0	1463209725	0.00000	476
386	0	0	1	1	0	1463209725	-6.00000	688
578	1	0	0	0	0	1463209725	0.00000	551
547	1	0	0	0	0	1463209725	0.00000	424
379	1	0	0	0	0	1463209725	0.00000	481
555	0	0	0	0	0	1463209725	None	488
556	1	0	0	7	0	1463209725	-28.00000	581
400	0	0	0	0	0	1463209725	0.00000	656
417	0	3	1	0	0	1463209725	-5.00000	463
492	0	0	0	0	0	1463209725	None	420
462	1	0	4	0	0	1463209725	-8.00000	602
494	0	1	0	1	0	1463209725	-5.00000	578
480	1	0	0	0	0	1463209725	0.00000	603
500	0	0	0	0	0	1463209725	None	560
